From,To,Subject,Message,Day,Date & Time,url_count,Cleaned_Subject,Cleaned_Message,Combined_Text,Qwen2.5_Category
spam@fyp-ai.com,employee@enron.com,win big now,subscribe for a limited offer,Wednesday,1/4/2022 11:39,0,win big,subscribe limited offer,win big subscribe limited offer,Spam
spam@fyp-ai.com,employee@enron.com,click for your prize,click here to claim your free prize,Tuesday,3/28/2022 1:36,0,click prize,click claim free prize,click prize click claim free prize,Spam
spam@fyp-ai.com,employee@enron.com,click for your prize,subscribe for a limited offer,Monday,1/22/2022 10:13,2,click prize,subscribe limited offer,click prize subscribe limited offer,Spam
spam@fyp-ai.com,employee@enron.com,click for your prize,you have won a free gift,Friday,7/23/2022 17:21,1,click prize,win free gift,click prize win free gift,Spam
spam@fyp-ai.com,employee@enron.com,you’ve been selected,subscribe for a limited offer,Thursday,10/5/2022 9:38,2,youve selected,subscribe limited offer,youve selected subscribe limited offer,Spam
spam@fyp-ai.com,employee@enron.com,win big now,click here to claim your free prize,Friday,7/20/2022 21:45,1,win big,click claim free prize,win big click claim free prize,Spam
spam@fyp-ai.com,employee@enron.com,win big now,subscribe for a limited offer,Thursday,2/14/2022 16:56,2,win big,subscribe limited offer,win big subscribe limited offer,Spam
spam@fyp-ai.com,employee@enron.com,win big now,subscribe for a limited offer,Monday,12/11/2022 10:17,1,win big,subscribe limited offer,win big subscribe limited offer,Spam
spam@fyp-ai.com,employee@enron.com,click for your prize,subscribe for a limited offer,Monday,12/19/2022 14:55,0,click prize,subscribe limited offer,click prize subscribe limited offer,Spam
spam@fyp-ai.com,employee@enron.com,you’ve been selected,click here to claim your free prize,Friday,7/5/2022 1:15,1,youve selected,click claim free prize,youve selected click claim free prize,Spam
spam@fyp-ai.com,employee@enron.com,you’ve been selected,subscribe for a limited offer,Monday,1/31/2022 0:39,0,youve selected,subscribe limited offer,youve selected subscribe limited offer,Spam
spam@fyp-ai.com,employee@enron.com,you’ve been selected,you have won a free gift,Monday,3/1/2022 22:47,0,youve selected,win free gift,youve selected win free gift,Spam
spam@fyp-ai.com,employee@enron.com,win big now,subscribe for a limited offer,Thursday,11/3/2022 20:24,1,win big,subscribe limited offer,win big subscribe limited offer,Spam
spam@fyp-ai.com,employee@enron.com,you’ve been selected,you have won a free gift,Friday,6/5/2022 7:00,0,youve selected,win free gift,youve selected win free gift,Spam
spam@fyp-ai.com,employee@enron.com,you’ve been selected,you have won a free gift,Tuesday,3/16/2022 2:47,0,youve selected,win free gift,youve selected win free gift,Spam
spam@fyp-ai.com,employee@enron.com,win big now,subscribe for a limited offer,Monday,9/7/2022 22:52,0,win big,subscribe limited offer,win big subscribe limited offer,Spam
spam@fyp-ai.com,employee@enron.com,click for your prize,click here to claim your free prize,Thursday,8/7/2022 5:07,2,click prize,click claim free prize,click prize click claim free prize,Spam
spam@fyp-ai.com,employee@enron.com,you’ve been selected,click here to claim your free prize,Tuesday,6/1/2022 17:25,2,youve selected,click claim free prize,youve selected click claim free prize,Spam
spam@fyp-ai.com,employee@enron.com,win big now,click here to claim your free prize,Tuesday,7/20/2022 9:03,1,win big,click claim free prize,win big click claim free prize,Spam
spam@fyp-ai.com,employee@enron.com,you’ve been selected,click here to claim your free prize,Thursday,11/12/2022 5:59,0,youve selected,click claim free prize,youve selected click claim free prize,Spam
spam@fyp-ai.com,employee@enron.com,win big now,subscribe for a limited offer,Thursday,12/18/2022 2:18,0,win big,subscribe limited offer,win big subscribe limited offer,Spam
spam@fyp-ai.com,employee@enron.com,win big now,you have won a free gift,Wednesday,1/2/2022 7:17,0,win big,win free gift,win big win free gift,Spam
spam@fyp-ai.com,employee@enron.com,you’ve been selected,subscribe for a limited offer,Friday,7/21/2022 21:38,0,youve selected,subscribe limited offer,youve selected subscribe limited offer,Spam
spam@fyp-ai.com,employee@enron.com,click for your prize,you have won a free gift,Tuesday,6/2/2022 12:36,0,click prize,win free gift,click prize win free gift,Spam
spam@fyp-ai.com,employee@enron.com,click for your prize,click here to claim your free prize,Thursday,5/21/2022 17:07,2,click prize,click claim free prize,click prize click claim free prize,Spam
spam@fyp-ai.com,employee@enron.com,you’ve been selected,you have won a free gift,Monday,3/6/2022 2:45,0,youve selected,win free gift,youve selected win free gift,Spam
spam@fyp-ai.com,employee@enron.com,you’ve been selected,subscribe for a limited offer,Thursday,2/23/2022 11:19,2,youve selected,subscribe limited offer,youve selected subscribe limited offer,Spam
spam@fyp-ai.com,employee@enron.com,click for your prize,subscribe for a limited offer,Monday,6/8/2022 15:45,0,click prize,subscribe limited offer,click prize subscribe limited offer,Spam
spam@fyp-ai.com,employee@enron.com,click for your prize,subscribe for a limited offer,Tuesday,7/6/2022 6:32,0,click prize,subscribe limited offer,click prize subscribe limited offer,Spam
spam@fyp-ai.com,employee@enron.com,click for your prize,you have won a free gift,Monday,8/26/2022 19:59,0,click prize,win free gift,click prize win free gift,Spam
spam@fyp-ai.com,employee@enron.com,you’ve been selected,you have won a free gift,Friday,8/2/2022 15:03,2,youve selected,win free gift,youve selected win free gift,Spam
spam@fyp-ai.com,employee@enron.com,click for your prize,click here to claim your free prize,Wednesday,10/6/2022 17:26,1,click prize,click claim free prize,click prize click claim free prize,Spam
spam@fyp-ai.com,employee@enron.com,win big now,subscribe for a limited offer,Thursday,5/12/2022 20:04,0,win big,subscribe limited offer,win big subscribe limited offer,Spam
spam@fyp-ai.com,employee@enron.com,win big now,you have won a free gift,Friday,1/27/2022 1:16,1,win big,win free gift,win big win free gift,Spam
spam@fyp-ai.com,employee@enron.com,win big now,you have won a free gift,Thursday,6/14/2022 5:58,0,win big,win free gift,win big win free gift,Spam
spam@fyp-ai.com,employee@enron.com,win big now,subscribe for a limited offer,Monday,10/1/2022 14:06,0,win big,subscribe limited offer,win big subscribe limited offer,Spam
spam@fyp-ai.com,employee@enron.com,win big now,you have won a free gift,Monday,9/19/2022 8:57,0,win big,win free gift,win big win free gift,Spam
spam@fyp-ai.com,employee@enron.com,win big now,you have won a free gift,Thursday,6/21/2022 4:26,0,win big,win free gift,win big win free gift,Spam
spam@fyp-ai.com,employee@enron.com,you’ve been selected,click here to claim your free prize,Monday,3/29/2022 19:56,1,youve selected,click claim free prize,youve selected click claim free prize,Spam
spam@fyp-ai.com,employee@enron.com,win big now,subscribe for a limited offer,Friday,5/16/2022 8:21,1,win big,subscribe limited offer,win big subscribe limited offer,Spam
spam@fyp-ai.com,employee@enron.com,click for your prize,you have won a free gift,Monday,7/15/2022 10:27,2,click prize,win free gift,click prize win free gift,Spam
spam@fyp-ai.com,employee@enron.com,you’ve been selected,click here to claim your free prize,Monday,7/28/2022 7:12,2,youve selected,click claim free prize,youve selected click claim free prize,Spam
spam@fyp-ai.com,employee@enron.com,you’ve been selected,subscribe for a limited offer,Tuesday,9/30/2022 6:18,0,youve selected,subscribe limited offer,youve selected subscribe limited offer,Spam
spam@fyp-ai.com,employee@enron.com,you’ve been selected,you have won a free gift,Wednesday,4/11/2022 22:22,0,youve selected,win free gift,youve selected win free gift,Spam
spam@fyp-ai.com,employee@enron.com,win big now,you have won a free gift,Monday,7/31/2022 14:34,1,win big,win free gift,win big win free gift,Spam
spam@fyp-ai.com,employee@enron.com,win big now,subscribe for a limited offer,Thursday,8/12/2022 23:09,1,win big,subscribe limited offer,win big subscribe limited offer,Spam
spam@fyp-ai.com,employee@enron.com,you’ve been selected,subscribe for a limited offer,Tuesday,3/26/2022 1:47,2,youve selected,subscribe limited offer,youve selected subscribe limited offer,Spam
spam@fyp-ai.com,employee@enron.com,click for your prize,subscribe for a limited offer,Monday,4/10/2022 4:25,1,click prize,subscribe limited offer,click prize subscribe limited offer,Spam
spam@fyp-ai.com,employee@enron.com,you’ve been selected,click here to claim your free prize,Friday,5/24/2022 14:22,2,youve selected,click claim free prize,youve selected click claim free prize,Spam
spam@fyp-ai.com,employee@enron.com,win big now,click here to claim your free prize,Friday,11/26/2022 21:03,0,win big,click claim free prize,win big click claim free prize,Spam
spam@fyp-ai.com,employee@enron.com,you’ve been selected,click here to claim your free prize,Thursday,7/25/2022 21:16,0,youve selected,click claim free prize,youve selected click claim free prize,Spam
spam@fyp-ai.com,employee@enron.com,you’ve been selected,you have won a free gift,Tuesday,12/27/2022 7:25,2,youve selected,win free gift,youve selected win free gift,Spam
spam@fyp-ai.com,employee@enron.com,you’ve been selected,subscribe for a limited offer,Thursday,1/2/2022 5:42,2,youve selected,subscribe limited offer,youve selected subscribe limited offer,Spam
spam@fyp-ai.com,employee@enron.com,click for your prize,subscribe for a limited offer,Tuesday,5/7/2022 15:44,2,click prize,subscribe limited offer,click prize subscribe limited offer,Spam
spam@fyp-ai.com,employee@enron.com,click for your prize,click here to claim your free prize,Tuesday,6/19/2022 16:06,0,click prize,click claim free prize,click prize click claim free prize,Spam
spam@fyp-ai.com,employee@enron.com,win big now,click here to claim your free prize,Friday,9/13/2022 23:42,0,win big,click claim free prize,win big click claim free prize,Spam
spam@fyp-ai.com,employee@enron.com,click for your prize,subscribe for a limited offer,Tuesday,12/17/2022 15:32,2,click prize,subscribe limited offer,click prize subscribe limited offer,Spam
spam@fyp-ai.com,employee@enron.com,click for your prize,you have won a free gift,Thursday,1/15/2022 20:09,2,click prize,win free gift,click prize win free gift,Spam
spam@fyp-ai.com,employee@enron.com,click for your prize,click here to claim your free prize,Friday,6/12/2022 22:00,2,click prize,click claim free prize,click prize click claim free prize,Spam
spam@fyp-ai.com,employee@enron.com,you’ve been selected,subscribe for a limited offer,Friday,8/16/2022 13:09,1,youve selected,subscribe limited offer,youve selected subscribe limited offer,Spam
spam@fyp-ai.com,employee@enron.com,win big now,subscribe for a limited offer,Wednesday,6/14/2022 5:06,1,win big,subscribe limited offer,win big subscribe limited offer,Spam
spam@fyp-ai.com,employee@enron.com,click for your prize,click here to claim your free prize,Wednesday,4/6/2022 19:39,0,click prize,click claim free prize,click prize click claim free prize,Spam
spam@fyp-ai.com,employee@enron.com,click for your prize,you have won a free gift,Tuesday,1/28/2022 22:32,1,click prize,win free gift,click prize win free gift,Spam
spam@fyp-ai.com,employee@enron.com,win big now,click here to claim your free prize,Wednesday,4/13/2022 8:00,0,win big,click claim free prize,win big click claim free prize,Spam
spam@fyp-ai.com,employee@enron.com,win big now,you have won a free gift,Monday,8/20/2022 19:15,0,win big,win free gift,win big win free gift,Spam
spam@fyp-ai.com,employee@enron.com,you’ve been selected,you have won a free gift,Tuesday,3/20/2022 17:03,2,youve selected,win free gift,youve selected win free gift,Spam
spam@fyp-ai.com,employee@enron.com,win big now,click here to claim your free prize,Monday,3/22/2022 4:36,2,win big,click claim free prize,win big click claim free prize,Spam
spam@fyp-ai.com,employee@enron.com,click for your prize,you have won a free gift,Thursday,5/19/2022 14:04,0,click prize,win free gift,click prize win free gift,Spam
spam@fyp-ai.com,employee@enron.com,you’ve been selected,you have won a free gift,Tuesday,12/24/2022 23:56,1,youve selected,win free gift,youve selected win free gift,Spam
spam@fyp-ai.com,employee@enron.com,win big now,you have won a free gift,Thursday,12/6/2022 22:05,1,win big,win free gift,win big win free gift,Spam
spam@fyp-ai.com,employee@enron.com,you’ve been selected,you have won a free gift,Friday,8/10/2022 23:08,2,youve selected,win free gift,youve selected win free gift,Spam
spam@fyp-ai.com,employee@enron.com,win big now,click here to claim your free prize,Friday,11/4/2022 1:05,2,win big,click claim free prize,win big click claim free prize,Spam
spam@fyp-ai.com,employee@enron.com,you’ve been selected,you have won a free gift,Friday,4/8/2022 1:40,2,youve selected,win free gift,youve selected win free gift,Spam
spam@fyp-ai.com,employee@enron.com,win big now,subscribe for a limited offer,Thursday,8/1/2022 1:17,2,win big,subscribe limited offer,win big subscribe limited offer,Spam
spam@fyp-ai.com,employee@enron.com,win big now,you have won a free gift,Thursday,2/16/2022 10:29,2,win big,win free gift,win big win free gift,Spam
spam@fyp-ai.com,employee@enron.com,you’ve been selected,subscribe for a limited offer,Monday,1/24/2022 23:01,2,youve selected,subscribe limited offer,youve selected subscribe limited offer,Spam
spam@fyp-ai.com,employee@enron.com,win big now,you have won a free gift,Wednesday,12/16/2022 11:44,2,win big,win free gift,win big win free gift,Spam
spam@fyp-ai.com,employee@enron.com,win big now,you have won a free gift,Friday,5/30/2022 10:47,1,win big,win free gift,win big win free gift,Spam
spam@fyp-ai.com,employee@enron.com,you’ve been selected,you have won a free gift,Wednesday,3/19/2022 5:19,0,youve selected,win free gift,youve selected win free gift,Spam
spam@fyp-ai.com,employee@enron.com,click for your prize,you have won a free gift,Monday,12/15/2022 0:12,1,click prize,win free gift,click prize win free gift,Spam
spam@fyp-ai.com,employee@enron.com,you’ve been selected,subscribe for a limited offer,Thursday,8/31/2022 17:45,0,youve selected,subscribe limited offer,youve selected subscribe limited offer,Spam
spam@fyp-ai.com,employee@enron.com,click for your prize,you have won a free gift,Thursday,4/29/2022 8:56,1,click prize,win free gift,click prize win free gift,Spam
spam@fyp-ai.com,employee@enron.com,win big now,click here to claim your free prize,Friday,11/25/2022 18:56,0,win big,click claim free prize,win big click claim free prize,Spam
spam@fyp-ai.com,employee@enron.com,you’ve been selected,you have won a free gift,Friday,4/16/2022 4:44,0,youve selected,win free gift,youve selected win free gift,Spam
spam@fyp-ai.com,employee@enron.com,you’ve been selected,you have won a free gift,Tuesday,8/19/2022 9:49,2,youve selected,win free gift,youve selected win free gift,Spam
spam@fyp-ai.com,employee@enron.com,win big now,click here to claim your free prize,Monday,7/25/2022 8:21,1,win big,click claim free prize,win big click claim free prize,Spam
spam@fyp-ai.com,employee@enron.com,click for your prize,subscribe for a limited offer,Tuesday,10/27/2022 11:37,2,click prize,subscribe limited offer,click prize subscribe limited offer,Spam
spam@fyp-ai.com,employee@enron.com,win big now,click here to claim your free prize,Tuesday,11/13/2022 18:42,2,win big,click claim free prize,win big click claim free prize,Spam
spam@fyp-ai.com,employee@enron.com,you’ve been selected,you have won a free gift,Tuesday,5/30/2022 1:48,0,youve selected,win free gift,youve selected win free gift,Spam
spam@fyp-ai.com,employee@enron.com,click for your prize,click here to claim your free prize,Friday,2/7/2022 20:49,1,click prize,click claim free prize,click prize click claim free prize,Spam
spam@fyp-ai.com,employee@enron.com,you’ve been selected,click here to claim your free prize,Friday,11/29/2022 13:50,2,youve selected,click claim free prize,youve selected click claim free prize,Spam
spam@fyp-ai.com,employee@enron.com,win big now,subscribe for a limited offer,Thursday,1/19/2022 13:25,2,win big,subscribe limited offer,win big subscribe limited offer,Spam
spam@fyp-ai.com,employee@enron.com,win big now,subscribe for a limited offer,Tuesday,9/7/2022 15:34,1,win big,subscribe limited offer,win big subscribe limited offer,Spam
spam@fyp-ai.com,employee@enron.com,win big now,you have won a free gift,Wednesday,5/13/2022 13:46,0,win big,win free gift,win big win free gift,Spam
spam@fyp-ai.com,employee@enron.com,you’ve been selected,click here to claim your free prize,Friday,2/2/2022 2:01,1,youve selected,click claim free prize,youve selected click claim free prize,Spam
spam@fyp-ai.com,employee@enron.com,win big now,subscribe for a limited offer,Monday,2/25/2022 15:46,2,win big,subscribe limited offer,win big subscribe limited offer,Spam
spam@fyp-ai.com,employee@enron.com,click for your prize,subscribe for a limited offer,Thursday,9/12/2022 3:25,0,click prize,subscribe limited offer,click prize subscribe limited offer,Spam
spam@fyp-ai.com,employee@enron.com,win big now,you have won a free gift,Tuesday,5/31/2022 1:57,1,win big,win free gift,win big win free gift,Spam
spam@fyp-ai.com,employee@enron.com,win big now,click here to claim your free prize,Tuesday,6/21/2022 15:33,1,win big,click claim free prize,win big click claim free prize,Spam
spam@fyp-ai.com,employee@enron.com,you’ve been selected,you have won a free gift,Wednesday,12/31/2022 12:49,2,youve selected,win free gift,youve selected win free gift,Spam
spam@fyp-ai.com,employee@enron.com,you’ve been selected,subscribe for a limited offer,Friday,1/21/2022 4:35,2,youve selected,subscribe limited offer,youve selected subscribe limited offer,Spam
spam@fyp-ai.com,employee@enron.com,you’ve been selected,you have won a free gift,Friday,2/14/2022 3:25,0,youve selected,win free gift,youve selected win free gift,Spam
spam@fyp-ai.com,employee@enron.com,win big now,you have won a free gift,Thursday,7/2/2022 19:00,2,win big,win free gift,win big win free gift,Spam
spam@fyp-ai.com,employee@enron.com,you’ve been selected,you have won a free gift,Thursday,11/20/2022 10:37,0,youve selected,win free gift,youve selected win free gift,Spam
spam@fyp-ai.com,employee@enron.com,you’ve been selected,subscribe for a limited offer,Thursday,5/4/2022 16:25,2,youve selected,subscribe limited offer,youve selected subscribe limited offer,Spam
spam@fyp-ai.com,employee@enron.com,win big now,subscribe for a limited offer,Monday,10/23/2022 7:56,0,win big,subscribe limited offer,win big subscribe limited offer,Spam
spam@fyp-ai.com,employee@enron.com,click for your prize,subscribe for a limited offer,Thursday,11/18/2022 18:32,1,click prize,subscribe limited offer,click prize subscribe limited offer,Spam
spam@fyp-ai.com,employee@enron.com,win big now,subscribe for a limited offer,Wednesday,10/21/2022 6:10,0,win big,subscribe limited offer,win big subscribe limited offer,Spam
spam@fyp-ai.com,employee@enron.com,win big now,click here to claim your free prize,Thursday,8/19/2022 14:33,1,win big,click claim free prize,win big click claim free prize,Spam
spam@fyp-ai.com,employee@enron.com,click for your prize,click here to claim your free prize,Thursday,1/12/2022 23:16,2,click prize,click claim free prize,click prize click claim free prize,Spam
spam@fyp-ai.com,employee@enron.com,win big now,you have won a free gift,Thursday,7/19/2022 9:58,2,win big,win free gift,win big win free gift,Spam
spam@fyp-ai.com,employee@enron.com,you’ve been selected,subscribe for a limited offer,Friday,5/9/2022 2:18,2,youve selected,subscribe limited offer,youve selected subscribe limited offer,Spam
spam@fyp-ai.com,employee@enron.com,win big now,you have won a free gift,Thursday,1/25/2022 1:15,0,win big,win free gift,win big win free gift,Spam
spam@fyp-ai.com,employee@enron.com,click for your prize,click here to claim your free prize,Wednesday,7/12/2022 0:55,0,click prize,click claim free prize,click prize click claim free prize,Spam
spam@fyp-ai.com,employee@enron.com,win big now,you have won a free gift,Tuesday,9/5/2022 17:33,2,win big,win free gift,win big win free gift,Spam
spam@fyp-ai.com,employee@enron.com,you’ve been selected,you have won a free gift,Thursday,1/25/2022 15:45,2,youve selected,win free gift,youve selected win free gift,Spam
spam@fyp-ai.com,employee@enron.com,win big now,subscribe for a limited offer,Thursday,3/4/2022 21:29,0,win big,subscribe limited offer,win big subscribe limited offer,Spam
spam@fyp-ai.com,employee@enron.com,win big now,subscribe for a limited offer,Tuesday,8/3/2022 23:18,0,win big,subscribe limited offer,win big subscribe limited offer,Spam
spam@fyp-ai.com,employee@enron.com,click for your prize,subscribe for a limited offer,Tuesday,10/4/2022 11:53,1,click prize,subscribe limited offer,click prize subscribe limited offer,Spam
spam@fyp-ai.com,employee@enron.com,win big now,click here to claim your free prize,Monday,12/2/2022 8:39,2,win big,click claim free prize,win big click claim free prize,Spam
spam@fyp-ai.com,employee@enron.com,click for your prize,you have won a free gift,Monday,7/5/2022 23:35,2,click prize,win free gift,click prize win free gift,Spam
spam@fyp-ai.com,employee@enron.com,win big now,subscribe for a limited offer,Wednesday,7/4/2022 18:19,1,win big,subscribe limited offer,win big subscribe limited offer,Spam
spam@fyp-ai.com,employee@enron.com,win big now,click here to claim your free prize,Wednesday,12/15/2022 22:53,0,win big,click claim free prize,win big click claim free prize,Spam
spam@fyp-ai.com,employee@enron.com,you’ve been selected,subscribe for a limited offer,Tuesday,4/23/2022 10:15,1,youve selected,subscribe limited offer,youve selected subscribe limited offer,Spam
spam@fyp-ai.com,employee@enron.com,you’ve been selected,you have won a free gift,Monday,7/30/2022 14:34,2,youve selected,win free gift,youve selected win free gift,Spam
spam@fyp-ai.com,employee@enron.com,win big now,click here to claim your free prize,Friday,6/30/2022 3:21,0,win big,click claim free prize,win big click claim free prize,Spam
spam@fyp-ai.com,employee@enron.com,win big now,click here to claim your free prize,Tuesday,12/13/2022 8:12,1,win big,click claim free prize,win big click claim free prize,Spam
spam@fyp-ai.com,employee@enron.com,win big now,you have won a free gift,Friday,2/11/2022 8:57,1,win big,win free gift,win big win free gift,Spam
spam@fyp-ai.com,employee@enron.com,win big now,you have won a free gift,Friday,9/10/2022 5:32,1,win big,win free gift,win big win free gift,Spam
spam@fyp-ai.com,employee@enron.com,click for your prize,click here to claim your free prize,Monday,11/3/2022 7:38,0,click prize,click claim free prize,click prize click claim free prize,Spam
spam@fyp-ai.com,employee@enron.com,click for your prize,click here to claim your free prize,Tuesday,7/15/2022 2:47,2,click prize,click claim free prize,click prize click claim free prize,Spam
spam@fyp-ai.com,employee@enron.com,win big now,click here to claim your free prize,Friday,7/21/2022 5:47,2,win big,click claim free prize,win big click claim free prize,Spam
spam@fyp-ai.com,employee@enron.com,you’ve been selected,you have won a free gift,Tuesday,8/14/2022 0:00,1,youve selected,win free gift,youve selected win free gift,Spam
spam@fyp-ai.com,employee@enron.com,win big now,click here to claim your free prize,Wednesday,7/31/2022 6:17,2,win big,click claim free prize,win big click claim free prize,Spam
spam@fyp-ai.com,employee@enron.com,you’ve been selected,click here to claim your free prize,Monday,3/25/2022 13:52,1,youve selected,click claim free prize,youve selected click claim free prize,Spam
spam@fyp-ai.com,employee@enron.com,win big now,subscribe for a limited offer,Friday,6/22/2022 15:48,0,win big,subscribe limited offer,win big subscribe limited offer,Spam
spam@fyp-ai.com,employee@enron.com,win big now,you have won a free gift,Thursday,7/24/2022 1:05,2,win big,win free gift,win big win free gift,Spam
spam@fyp-ai.com,employee@enron.com,click for your prize,subscribe for a limited offer,Monday,7/3/2022 0:02,2,click prize,subscribe limited offer,click prize subscribe limited offer,Spam
spam@fyp-ai.com,employee@enron.com,win big now,click here to claim your free prize,Tuesday,3/11/2022 19:36,0,win big,click claim free prize,win big click claim free prize,Spam
spam@fyp-ai.com,employee@enron.com,click for your prize,subscribe for a limited offer,Tuesday,5/25/2022 14:23,1,click prize,subscribe limited offer,click prize subscribe limited offer,Spam
spam@fyp-ai.com,employee@enron.com,click for your prize,click here to claim your free prize,Friday,3/19/2022 15:37,1,click prize,click claim free prize,click prize click claim free prize,Spam
spam@fyp-ai.com,employee@enron.com,click for your prize,click here to claim your free prize,Monday,8/20/2022 21:23,1,click prize,click claim free prize,click prize click claim free prize,Spam
spam@fyp-ai.com,employee@enron.com,click for your prize,subscribe for a limited offer,Friday,7/24/2022 2:49,0,click prize,subscribe limited offer,click prize subscribe limited offer,Spam
spam@fyp-ai.com,employee@enron.com,click for your prize,you have won a free gift,Monday,3/4/2022 16:02,2,click prize,win free gift,click prize win free gift,Spam
spam@fyp-ai.com,employee@enron.com,click for your prize,click here to claim your free prize,Tuesday,11/12/2022 22:16,2,click prize,click claim free prize,click prize click claim free prize,Spam
spam@fyp-ai.com,employee@enron.com,click for your prize,click here to claim your free prize,Tuesday,3/4/2022 4:37,2,click prize,click claim free prize,click prize click claim free prize,Spam
spam@fyp-ai.com,employee@enron.com,click for your prize,subscribe for a limited offer,Thursday,10/24/2022 0:58,1,click prize,subscribe limited offer,click prize subscribe limited offer,Spam
spam@fyp-ai.com,employee@enron.com,click for your prize,click here to claim your free prize,Tuesday,10/11/2022 2:04,2,click prize,click claim free prize,click prize click claim free prize,Spam
spam@fyp-ai.com,employee@enron.com,win big now,you have won a free gift,Thursday,9/27/2022 20:17,1,win big,win free gift,win big win free gift,Spam
spam@fyp-ai.com,employee@enron.com,you’ve been selected,you have won a free gift,Thursday,5/13/2022 21:22,1,youve selected,win free gift,youve selected win free gift,Spam
spam@fyp-ai.com,employee@enron.com,win big now,you have won a free gift,Wednesday,9/27/2022 21:13,0,win big,win free gift,win big win free gift,Spam
spam@fyp-ai.com,employee@enron.com,you’ve been selected,you have won a free gift,Thursday,1/8/2022 16:31,2,youve selected,win free gift,youve selected win free gift,Spam
spam@fyp-ai.com,employee@enron.com,you’ve been selected,subscribe for a limited offer,Tuesday,4/29/2022 0:00,0,youve selected,subscribe limited offer,youve selected subscribe limited offer,Spam
spam@fyp-ai.com,employee@enron.com,click for your prize,subscribe for a limited offer,Wednesday,2/13/2022 1:22,1,click prize,subscribe limited offer,click prize subscribe limited offer,Spam
spam@fyp-ai.com,employee@enron.com,you’ve been selected,subscribe for a limited offer,Wednesday,11/20/2022 21:00,0,youve selected,subscribe limited offer,youve selected subscribe limited offer,Spam
spam@fyp-ai.com,employee@enron.com,win big now,subscribe for a limited offer,Friday,8/11/2022 11:00,2,win big,subscribe limited offer,win big subscribe limited offer,Spam
spam@fyp-ai.com,employee@enron.com,win big now,you have won a free gift,Tuesday,4/27/2022 20:52,0,win big,win free gift,win big win free gift,Spam
spam@fyp-ai.com,employee@enron.com,you’ve been selected,you have won a free gift,Thursday,9/20/2022 14:31,1,youve selected,win free gift,youve selected win free gift,Spam
spam@fyp-ai.com,employee@enron.com,you’ve been selected,subscribe for a limited offer,Tuesday,9/17/2022 8:13,1,youve selected,subscribe limited offer,youve selected subscribe limited offer,Spam
spam@fyp-ai.com,employee@enron.com,click for your prize,click here to claim your free prize,Friday,7/26/2022 23:40,0,click prize,click claim free prize,click prize click claim free prize,Spam
spam@fyp-ai.com,employee@enron.com,click for your prize,you have won a free gift,Friday,9/10/2022 22:36,1,click prize,win free gift,click prize win free gift,Spam
spam@fyp-ai.com,employee@enron.com,click for your prize,subscribe for a limited offer,Wednesday,7/14/2022 8:33,1,click prize,subscribe limited offer,click prize subscribe limited offer,Spam
spam@fyp-ai.com,employee@enron.com,click for your prize,click here to claim your free prize,Friday,6/4/2022 11:38,0,click prize,click claim free prize,click prize click claim free prize,Spam
spam@fyp-ai.com,employee@enron.com,win big now,subscribe for a limited offer,Friday,9/11/2022 23:40,1,win big,subscribe limited offer,win big subscribe limited offer,Spam
spam@fyp-ai.com,employee@enron.com,win big now,you have won a free gift,Wednesday,5/5/2022 23:59,0,win big,win free gift,win big win free gift,Spam
spam@fyp-ai.com,employee@enron.com,you’ve been selected,click here to claim your free prize,Thursday,6/24/2022 21:33,1,youve selected,click claim free prize,youve selected click claim free prize,Spam
spam@fyp-ai.com,employee@enron.com,win big now,subscribe for a limited offer,Wednesday,4/2/2022 17:14,0,win big,subscribe limited offer,win big subscribe limited offer,Spam
spam@fyp-ai.com,employee@enron.com,you’ve been selected,click here to claim your free prize,Thursday,1/8/2022 16:35,0,youve selected,click claim free prize,youve selected click claim free prize,Spam
spam@fyp-ai.com,employee@enron.com,you’ve been selected,subscribe for a limited offer,Monday,2/24/2022 7:27,2,youve selected,subscribe limited offer,youve selected subscribe limited offer,Spam
spam@fyp-ai.com,employee@enron.com,you’ve been selected,you have won a free gift,Friday,10/11/2022 20:50,0,youve selected,win free gift,youve selected win free gift,Spam
spam@fyp-ai.com,employee@enron.com,you’ve been selected,subscribe for a limited offer,Thursday,8/9/2022 9:06,2,youve selected,subscribe limited offer,youve selected subscribe limited offer,Spam
spam@fyp-ai.com,employee@enron.com,click for your prize,click here to claim your free prize,Friday,1/25/2022 11:34,1,click prize,click claim free prize,click prize click claim free prize,Spam
spam@fyp-ai.com,employee@enron.com,win big now,you have won a free gift,Friday,6/6/2022 23:46,2,win big,win free gift,win big win free gift,Spam
spam@fyp-ai.com,employee@enron.com,click for your prize,click here to claim your free prize,Friday,6/25/2022 4:24,2,click prize,click claim free prize,click prize click claim free prize,Spam
spam@fyp-ai.com,employee@enron.com,you’ve been selected,click here to claim your free prize,Wednesday,11/4/2022 18:28,2,youve selected,click claim free prize,youve selected click claim free prize,Spam
spam@fyp-ai.com,employee@enron.com,click for your prize,you have won a free gift,Monday,9/1/2022 10:39,0,click prize,win free gift,click prize win free gift,Spam
spam@fyp-ai.com,employee@enron.com,win big now,click here to claim your free prize,Wednesday,11/19/2022 17:10,1,win big,click claim free prize,win big click claim free prize,Spam
spam@fyp-ai.com,employee@enron.com,you’ve been selected,click here to claim your free prize,Thursday,1/17/2022 0:26,0,youve selected,click claim free prize,youve selected click claim free prize,Spam
